timestamp,,unit,cc_transactions_count,ip_transactions_count,ip_cr,instore_transactions_count,instore_traffic,instore_cr,instore_area,type
1,P06,5,78.40909091,16.13636364,0.207996369,1531.090909,3500.409091,0.445685438,3634,P
1,P07,6,86.09090909,18.04545455,0.215017208,1162.136364,2441.363636,0.483970744,1907,P
1,P08,8,113.6363636,22.77272727,0.201985098,1685.590909,3675.909091,0.476166764,5991,P
1,P09,9,157.2272727,34.63636364,0.223899741,1564.045455,3097.409091,0.509701088,4624,P
2,E01,10,42.3,5.5,0.134980657,476.8333333,1090.7,0.44028789,800,E
2,E02,12,49.43333333,8.8,0.17685048,678.7666667,1439.666667,0.48037061,1375,E
2,E03,14,38.16666667,6.7,0.171767234,540.6666667,1259.533333,0.435093203,1507,E
2,E04,15,102.0666667,23.33333333,0.228176442,1110.633333,2226,0.507629048,2118,E
2,E05,16,24.86666667,5.7,0.238375866,394.5,909.5,0.438394343,1300,E
2,E06,17,65.4,9.2,0.140539674,810.0333333,1852.133333,0.443339529,1658,E
2,E07,18,39.26666667,7.166666667,0.181361361,512.4,1247.1,0.413481935,1291,E
2,E08,19,56.96666667,9.466666667,0.169003268,937.0666667,2422.333333,0.395436208,1740,E
2,E09,20,33.66666667,6.6,0.206279457,489.8666667,1077.733333,0.460538145,1194,E
2,E10,21,47.26666667,8.133333333,0.179678831,505.3666667,1181.933333,0.428539054,1194,E
2,E11,22,44.53333333,7.833333333,0.180881072,568.6666667,1305.4,0.439385858,1580,E
2,E12,23,70.2,11.56666667,0.173272925,904.1666667,1814.366667,0.503507069,2096,E
2,E13,24,109.6333333,13.63333333,0.128338975,1124.533333,2424.5,0.462999177,1555,E
2,E14,25,41.96666667,7.966666667,0.190195014,532.8,1281.1,0.421041565,1465,E
2,E16,1,60.46666667,11.5,0.189081125,1158.466667,2355.3,0.50246275,3903,E
2,E17,7,60.4,11.96666667,0.201010925,1039.966667,2165.333333,0.492098425,1882,E
2,P01,11,91.06666667,16.2,0.180071513,1299.233333,2890.8,0.457694626,2790,P
2,P02,13,92.13333333,11.8,0.126813605,1112.8,2512.066667,0.449418861,1850,P
2,P03,2,62.86666667,11,0.178023052,1432.266667,2751.666667,0.527598412,5000,P
2,P04,3,98.7,23.1,0.239228944,1318.966667,2675.6,0.499866018,1910,P
2,P05,4,93.83333333,19.03333333,0.206289152,1492.733333,2995.933333,0.505946308,3500,P
2,P06,5,71.26666667,16.26666667,0.234673909,1559.166667,3768.066667,0.42179525,3634,P
2,P07,6,80.06666667,16.06666667,0.206442977,1182.3,2381.866667,0.504749364,1907,P
2,P08,8,98,19.56666667,0.199601841,1656.533333,3432.066667,0.49446395,5991,P
2,P09,9,143.3666667,34.4,0.240638504,1724.566667,3231.733333,0.538056245,4624,P
3,E01,10,40.38709677,5.419354839,0.128801328,451.9354839,1118.709677,0.403917258,800,E
